price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
5057382,6251,2,1,0,yes,no,no,no,yes,yes,no,semi-furnished
4674101,3664,3,1,1,yes,no,no,no,no,no,yes,semi-furnished
6005277,7420,2,1,1,yes,no,yes,no,no,yes,yes,unfurnished
5771407,10390,1,1,1,yes,no,no,no,no,yes,no,semi-furnished
6217320,3562,3,1,1,yes,yes,no,no,yes,no,no,furnished
3468315,4040,1,1,1,yes,no,no,no,no,no,yes,semi-furnished
3391483,2042,2,1,3,yes,no,no,no,no,no,yes,furnished
3562507,3977,2,1,1,yes,no,no,no,no,no,no,furnished
2597771,4248,2,1,1,yes,no,no,no,no,no,no,unfurnished
5985904,5663,3,2,2,yes,no,no,no,yes,yes,no,unfurnished
5453615,3689,3,1,1,yes,yes,yes,no,no,yes,yes,unfurnished
4060073,5021,3,1,1,yes,no,yes,no,yes,no,no,unfurnished
3069696,3336,2,1,2,no,no,no,no,no,no,no,semi-furnished
8939574,4820,2,1,1,yes,yes,no,no,yes,yes,no,furnished
4966175,8455,3,2,0,yes,yes,yes,no,no,no,no,semi-furnished
4181883,3962,2,1,2,yes,no,no,no,no,no,no,furnished
5000559,3852,3,1,1,yes,yes,yes,no,no,yes,yes,unfurnished
3172417,3924,1,1,0,yes,no,no,no,no,yes,no,semi-furnished
3656098,2885,3,1,3,yes,no,no,no,no,no,yes,furnished
2746515,2070,1,1,2,yes,no,no,no,no,no,no,semi-furnished
5830934,5634,3,2,4,yes,no,no,no,yes,no,no,unfurnished
6093417,4776,3,2,4,yes,yes,no,no,yes,no,no,furnished
4474655,4416,3,1,2,yes,no,yes,no,no,no,no,semi-furnished
4755928,4792,2,1,0,yes,yes,yes,no,no,no,no,semi-furnished
3317128,6038,3,1,0,yes,yes,yes,no,no,no,no,furnished
4407264,5225,3,1,1,yes,yes,yes,no,no,no,yes,semi-furnished
4047566,5683,4,2,1,no,no,yes,no,no,no,no,unfurnished
4205058,3938,4,2,1,no,no,no,no,no,no,no,semi-furnished
4342671,4401,2,1,1,yes,no,no,no,yes,yes,no,furnished
9083697,6514,3,2,2,yes,yes,yes,no,yes,yes,yes,unfurnished
6876236,4038,3,1,1,yes,no,yes,no,yes,no,yes,semi-furnished
4521344,4905,3,1,2,yes,no,no,no,yes,no,no,semi-furnished
4169281,4721,2,1,1,no,no,yes,no,yes,no,no,semi-furnished
4067974,7905,2,1,1,yes,no,yes,no,no,yes,no,semi-furnished
3305515,3350,3,1,1,yes,no,yes,no,no,no,no,semi-furnished
9885749,8385,4,3,4,yes,no,no,no,yes,yes,yes,semi-furnished
4243149,3550,3,2,1,yes,no,no,no,no,no,no,semi-furnished
6045232,5611,3,1,4,yes,yes,no,no,yes,no,no,semi-furnished
4846983,6406,2,1,1,yes,yes,yes,no,no,no,yes,furnished
2201926,3918,1,1,0,no,no,no,no,no,no,no,unfurnished
5004535,5438,3,2,1,yes,no,yes,no,no,no,no,semi-furnished
1920954,3401,4,1,2,no,no,no,no,no,no,no,unfurnished
4724059,3402,2,1,3,yes,no,no,no,no,no,no,semi-furnished
3372360,4038,3,1,0,yes,no,no,no,no,yes,no,unfurnished
4684654,5760,1,1,1,yes,yes,yes,no,yes,no,no,semi-furnished
1750349,2895,2,1,0,yes,no,yes,no,no,yes,no,unfurnished
3290342,4989,3,1,1,yes,yes,yes,no,yes,yes,no,furnished
3568983,3350,2,1,0,yes,no,no,no,no,yes,yes,unfurnished
5432622,4877,4,1,3,no,no,yes,yes,no,no,no,unfurnished
8312864,8591,3,1,1,yes,no,no,no,yes,yes,no,furnished
6994335,5225,2,1,3,yes,no,no,no,yes,no,yes,unfurnished
6354500,4762,3,2,4,yes,yes,no,no,yes,no,no,furnished
2651594,3067,2,1,1,yes,no,no,no,yes,no,no,unfurnished
4017022,3659,1,1,0,yes,no,yes,no,yes,yes,no,furnished
3243079,3079,2,1,2,no,no,yes,no,no,no,no,semi-furnished
2582043,1985,1,1,1,yes,no,no,no,no,no,no,semi-furnished
3734610,3561,1,1,1,yes,no,no,yes,no,no,no,semi-furnished
4770983,5842,2,1,2,yes,no,no,no,yes,no,no,semi-furnished
3443607,2480,3,1,1,yes,no,yes,no,no,no,yes,unfurnished
3915129,3839,1,1,1,yes,yes,yes,no,no,no,no,semi-furnished
3204984,3962,1,1,0,yes,no,no,no,no,yes,no,unfurnished
5913625,5117,3,1,3,yes,no,no,no,yes,no,no,semi-furnished
1679860,2302,2,1,1,no,no,no,no,no,no,no,semi-furnished
7424767,11728,3,1,1,yes,no,yes,no,no,yes,yes,semi-furnished
4849568,4238,3,1,1,yes,no,no,no,no,no,yes,semi-furnished
3323526,3646,3,1,1,yes,no,no,no,no,no,no,semi-furnished
3543139,4351,4,1,1,yes,no,yes,no,no,yes,no,furnished
5248979,4991,2,1,1,yes,yes,yes,no,no,no,no,semi-furnished
2141734,2444,2,1,1,yes,no,no,no,no,no,no,unfurnished
2524730,3148,2,1,0,yes,no,no,no,no,no,no,unfurnished
5067470,2954,3,2,2,yes,yes,yes,no,no,no,no,furnished
4281119,2912,2,1,2,yes,no,yes,no,yes,no,no,unfurnished
3794136,3146,1,1,0,yes,no,no,yes,no,no,no,furnished
6053333,8258,2,1,1,yes,yes,yes,no,yes,yes,yes,semi-furnished
7784709,4372,3,2,2,yes,no,yes,no,no,no,no,unfurnished
6633277,4037,3,2,2,yes,no,yes,no,yes,no,no,semi-furnished
3875477,5259,3,1,1,yes,yes,yes,no,no,no,no,semi-furnished
4029677,3292,2,1,0,yes,no,no,yes,no,yes,no,furnished
2234176,5118,3,1,1,no,no,no,no,yes,no,yes,unfurnished
4684513,7904,4,1,3,yes,no,yes,no,yes,yes,no,semi-furnished
4139035,3391,2,1,0,yes,no,yes,no,yes,no,no,furnished
12826626,9506,2,2,2,yes,no,yes,no,no,yes,yes,semi-furnished
4883923,6506,3,1,0,yes,no,no,no,yes,yes,no,semi-furnished
8131896,5899,3,1,3,yes,no,no,no,yes,yes,no,semi-furnished
7559410,7596,3,2,4,yes,yes,no,no,yes,yes,no,semi-furnished
2636377,2812,2,1,1,no,no,no,no,no,no,no,unfurnished
5677095,7149,2,1,2,yes,yes,yes,no,yes,no,yes,semi-furnished
2889993,3561,2,1,1,no,no,no,no,no,yes,no,unfurnished
6267343,4027,2,1,3,yes,no,no,no,yes,yes,no,semi-furnished
3399770,1954,3,1,2,yes,no,yes,no,no,no,yes,unfurnished
4762854,3823,3,2,1,yes,no,yes,no,no,yes,no,semi-furnished
7280544,8593,2,1,0,yes,no,no,no,yes,yes,no,semi-furnished
4646793,5938,1,1,0,yes,no,no,no,yes,yes,no,unfurnished
3994482,3350,2,1,1,yes,no,no,no,no,no,no,unfurnished
6052200,7210,3,1,2,yes,no,no,no,no,no,no,furnished
2884119,2579,1,1,1,no,no,no,no,no,no,no,furnished
4252561,6064,4,1,2,no,no,yes,no,no,yes,no,unfurnished
2645376,4078,2,1,0,yes,no,no,no,no,no,no,semi-furnished
7125328,6658,3,1,4,yes,no,no,no,yes,yes,yes,furnished
3578897,3809,1,1,1,yes,no,no,no,no,no,no,unfurnished
5603675,6101,3,2,4,yes,no,no,no,yes,no,no,unfurnished
4921489,4447,3,1,2,yes,no,yes,no,yes,no,no,semi-furnished
4439005,4888,4,1,1,yes,yes,yes,no,no,no,yes,furnished
3908303,3819,3,2,1,yes,no,no,no,no,no,no,semi-furnished
3540194,3687,2,1,0,yes,no,no,no,yes,no,no,unfurnished
3412322,3991,2,1,0,yes,no,no,no,no,yes,no,unfurnished
3059820,3555,3,1,1,no,no,no,no,no,no,no,unfurnished
3978590,3668,2,2,2,yes,no,no,no,no,no,no,semi-furnished
2558071,3605,2,3,2,no,yes,no,no,no,no,no,unfurnished
3952726,8452,1,1,0,yes,no,no,no,no,yes,no,furnished
2837027,2919,1,1,0,no,no,no,no,no,no,no,unfurnished
5144699,4626,3,1,2,yes,yes,yes,no,no,yes,no,semi-furnished
7553568,5976,4,2,3,yes,no,no,no,no,yes,no,semi-furnished
1860592,3138,2,1,0,yes,no,yes,no,no,yes,no,unfurnished
6255647,6806,2,1,1,yes,yes,yes,no,no,yes,yes,furnished
4240231,5084,1,1,1,yes,no,yes,no,no,no,no,semi-furnished
4969291,6722,2,1,2,yes,no,yes,no,no,no,no,unfurnished
3167214,4376,3,1,2,yes,no,no,no,no,no,no,unfurnished
3419756,3377,2,1,1,yes,no,no,no,no,no,yes,unfurnished
3493643,7179,1,1,1,yes,no,no,no,no,no,no,semi-furnished
2854169,3186,3,1,2,no,no,no,no,no,no,no,semi-furnished
2844081,2923,1,1,1,no,no,no,no,no,no,no,unfurnished
2940310,4730,2,1,1,yes,no,no,no,no,no,no,furnished
3336294,3011,2,1,1,no,no,no,no,no,no,no,furnished
4304233,5156,4,1,1,yes,no,no,no,yes,no,no,semi-furnished
4608947,4732,3,1,1,yes,no,no,no,no,yes,yes,unfurnished
7448012,4971,2,2,4,yes,no,no,no,yes,yes,no,semi-furnished
2322835,1860,2,1,1,no,no,yes,no,no,no,no,semi-furnished
2452122,5059,2,1,1,yes,no,no,no,no,no,no,unfurnished
7372410,7690,3,1,4,yes,yes,no,no,yes,no,no,semi-furnished
7974770,5721,3,1,4,yes,no,no,no,yes,yes,no,semi-furnished
4536423,2934,1,1,1,yes,yes,yes,no,no,no,yes,semi-furnished
3725052,3794,1,1,0,yes,no,no,no,no,no,no,unfurnished
4004721,7167,3,1,0,yes,no,no,no,no,yes,no,furnished
3471915,3419,3,1,1,no,no,no,no,yes,no,no,unfurnished
5045153,5939,2,1,0,yes,yes,yes,no,yes,no,no,semi-furnished
3731201,3716,2,1,1,yes,no,yes,no,yes,yes,no,furnished
2436592,4615,2,1,2,yes,no,no,no,no,no,no,unfurnished
5412725,5778,3,1,1,yes,no,yes,no,no,no,yes,semi-furnished
3646778,3597,4,1,1,yes,no,no,no,no,no,no,unfurnished
3790663,4348,1,1,1,yes,no,no,no,yes,yes,no,semi-furnished
4128294,5048,3,1,1,yes,no,no,no,no,yes,no,unfurnished
3787627,5497,2,1,0,no,no,no,no,no,no,no,semi-furnished
3687708,4641,4,2,1,yes,no,yes,no,no,yes,no,furnished
7131511,8975,2,1,0,yes,no,no,no,yes,no,no,semi-furnished
2761565,3172,1,1,0,yes,no,no,no,yes,no,no,unfurnished
4412766,4419,3,2,2,yes,no,yes,no,no,no,no,semi-furnished
5149891,8038,3,2,0,yes,yes,yes,no,no,no,no,semi-furnished
4732659,3468,4,1,2,yes,no,no,no,no,no,no,semi-furnished
7358889,6144,2,2,2,yes,yes,no,no,no,yes,no,semi-furnished
5601838,5761,2,1,2,yes,yes,no,no,yes,no,no,furnished
5502635,6356,2,1,1,yes,no,yes,no,no,yes,yes,furnished
3796257,2954,2,2,1,no,no,yes,no,no,no,yes,unfurnished
3264878,2068,3,1,1,yes,no,yes,no,no,no,yes,furnished
4864596,5991,1,1,0,yes,yes,yes,no,yes,no,no,semi-furnished
3463632,4102,3,1,1,yes,no,no,no,yes,no,no,semi-furnished
2797921,3635,3,1,1,no,no,no,no,no,no,no,unfurnished
3921980,3055,3,2,1,yes,no,no,no,no,no,no,furnished
3840457,3064,3,1,1,yes,no,no,no,no,no,no,furnished
4662627,5175,4,1,2,yes,no,no,no,no,no,no,semi-furnished
5688440,5930,4,1,3,yes,yes,no,no,yes,no,no,furnished
1847383,2981,2,1,0,no,no,no,no,no,no,no,unfurnished
3475722,2937,2,1,1,yes,no,yes,no,no,no,no,semi-furnished
2148996,2304,3,1,1,yes,no,no,no,no,no,no,unfurnished
6557259,11636,4,2,1,yes,no,no,no,no,yes,yes,furnished
3506599,5132,3,1,2,no,no,no,no,no,no,no,unfurnished
2467424,3225,1,1,0,no,yes,no,no,no,yes,no,unfurnished
6158515,6819,2,1,1,yes,no,yes,no,yes,yes,yes,semi-furnished
4804744,5942,3,1,0,yes,no,no,no,no,yes,yes,semi-furnished
7096558,6167,2,1,2,yes,no,no,no,yes,no,no,unfurnished
3810382,5340,2,1,1,yes,no,no,no,no,no,no,furnished
2765006,4042,2,1,0,yes,no,no,no,no,no,no,semi-furnished
3053207,4704,3,1,1,yes,no,no,no,yes,no,no,unfurnished
6404835,6315,2,1,3,yes,yes,no,no,yes,no,no,furnished
6543581,6420,3,1,3,yes,no,no,no,yes,no,yes,furnished
4494669,9360,3,2,1,yes,yes,yes,no,no,yes,no,semi-furnished
4689389,8380,3,1,1,yes,no,no,no,no,no,no,furnished
4190760,3894,3,1,1,no,no,no,no,no,no,no,semi-furnished
3896208,3853,2,1,2,yes,yes,yes,no,no,no,yes,unfurnished
5042092,7142,2,1,1,yes,yes,yes,no,no,yes,yes,furnished
8098653,5842,2,1,3,yes,yes,yes,no,yes,no,yes,semi-furnished
4137009,4013,1,1,0,yes,no,yes,no,no,no,no,furnished
4341276,5627,2,1,0,yes,no,no,yes,no,yes,no,semi-furnished
6539140,5171,3,1,1,yes,no,no,no,yes,no,no,semi-furnished
2938697,3679,4,1,1,no,no,no,no,no,no,no,unfurnished
3220918,2905,2,1,0,no,no,no,no,yes,no,no,unfurnished
3187205,3383,3,1,1,yes,no,yes,no,no,no,no,semi-furnished
3839316,3059,2,1,1,no,no,yes,yes,no,no,no,semi-furnished
3619423,3357,2,1,2,yes,no,no,yes,no,yes,no,semi-furnished
3419427,7284,1,1,0,yes,no,no,no,no,yes,no,semi-furnished
4289643,9717,2,1,1,yes,no,no,no,no,no,no,semi-furnished
3045845,3764,3,1,1,yes,no,no,no,no,no,no,unfurnished
2766599,1950,2,1,2,yes,no,no,no,no,no,no,semi-furnished
2641768,3717,1,1,0,yes,no,no,no,no,no,no,unfurnished
4409413,4363,3,1,1,yes,no,yes,no,no,no,no,furnished
2586001,2832,3,1,0,yes,no,no,no,no,no,no,unfurnished
5646134,6479,2,2,1,yes,yes,yes,yes,no,no,no,unfurnished
3453326,3840,1,1,0,yes,no,no,no,no,no,no,unfurnished
3152567,4946,2,1,0,yes,no,yes,no,yes,no,no,unfurnished
6046055,9823,3,1,1,yes,no,yes,no,no,yes,yes,furnished
3415333,6009,2,1,1,yes,yes,yes,no,no,no,no,furnished
3630918,8234,3,1,0,yes,no,no,no,no,yes,no,furnished
4799494,5765,1,1,0,yes,yes,yes,no,yes,no,no,semi-furnished
4397982,3792,3,1,2,yes,no,yes,no,no,yes,no,semi-furnished
3247470,4283,3,1,2,yes,no,no,no,no,no,no,unfurnished
3616372,8403,1,1,0,yes,no,no,no,no,yes,no,furnished
2379009,2985,3,1,2,no,no,no,no,no,no,no,semi-furnished
4910541,3042,3,1,1,yes,no,yes,no,yes,no,no,semi-furnished
6093694,6524,2,1,3,yes,no,no,no,no,yes,no,furnished
5651184,4624,4,1,2,yes,no,no,no,no,yes,no,semi-furnished
3826162,3634,1,1,2,yes,yes,yes,no,no,no,no,semi-furnished
1920841,3485,4,1,1,no,no,no,no,no,no,no,unfurnished
6631581,7519,2,1,1,yes,no,no,no,no,yes,no,unfurnished
1808942,2935,2,1,1,yes,no,yes,no,no,yes,no,unfurnished
3582182,3118,3,1,2,yes,no,yes,no,no,no,no,furnished
8477113,4433,2,2,2,yes,yes,no,no,yes,yes,no,furnished
3029455,1615,3,1,1,no,no,yes,no,no,no,no,unfurnished
6490912,6825,1,2,3,yes,no,yes,no,no,no,yes,furnished
4503867,4120,1,1,1,yes,no,yes,no,no,no,no,furnished
7249526,6404,2,1,4,yes,no,no,no,yes,yes,yes,furnished
4681964,4862,2,1,1,yes,yes,yes,no,no,yes,no,semi-furnished
1890604,3084,2,1,1,no,no,no,no,no,no,no,unfurnished
4977999,7578,3,1,2,yes,no,no,no,yes,yes,no,furnished
4027296,4150,2,1,1,yes,no,no,no,no,yes,no,semi-furnished
6086331,4158,4,2,1,yes,no,no,no,no,no,no,furnished
5431465,6798,3,2,2,no,no,no,no,yes,no,no,semi-furnished
3046443,3353,2,1,1,yes,no,no,no,no,yes,no,semi-furnished
9296810,3571,4,2,1,yes,no,no,yes,no,yes,no,furnished
4224968,5551,3,1,1,yes,no,no,no,yes,no,no,unfurnished
4834528,5767,2,1,1,yes,no,no,no,yes,no,yes,unfurnished
5683805,3513,2,1,2,yes,no,no,no,no,yes,no,semi-furnished
2869270,5199,2,1,1,no,no,no,no,no,no,no,unfurnished
6677832,4017,3,1,1,yes,no,yes,yes,no,no,no,furnished
4211516,4488,2,1,0,yes,no,no,no,no,yes,no,semi-furnished
3887961,7438,2,1,2,yes,no,no,no,yes,no,no,furnished
3414745,3222,2,1,1,no,no,yes,no,no,no,no,semi-furnished
2506673,2820,2,1,0,no,no,no,no,no,no,no,unfurnished
5291456,6941,2,1,1,yes,yes,yes,no,no,yes,yes,furnished
3078618,3030,3,1,0,no,no,no,no,yes,no,no,unfurnished
7242014,6341,4,1,3,yes,no,no,no,yes,yes,yes,furnished
4283546,6386,2,1,0,yes,no,yes,no,yes,yes,no,furnished
4960411,6629,3,1,1,yes,yes,yes,no,no,no,yes,furnished
3373156,3188,2,1,1,yes,no,no,no,no,no,no,unfurnished
6525420,5032,3,1,4,yes,yes,no,no,yes,no,no,furnished
3321116,4985,3,1,2,yes,no,no,no,no,no,no,unfurnished
3292335,3323,3,1,1,no,no,no,no,no,no,no,semi-furnished
3538592,12673,2,1,1,yes,no,no,no,no,no,no,unfurnished
3281895,3316,4,1,2,no,no,no,no,no,yes,no,semi-furnished
5962233,8736,3,1,3,yes,no,no,no,yes,yes,no,unfurnished
3719001,3408,2,2,0,yes,no,yes,no,no,no,no,semi-furnished
7264944,7806,4,1,4,yes,yes,no,no,yes,yes,no,semi-furnished
7759358,6317,2,1,3,yes,no,no,no,yes,yes,no,unfurnished
4994883,6047,2,1,1,yes,yes,yes,no,yes,no,no,semi-furnished
4096028,2408,2,1,1,no,no,no,no,no,no,no,semi-furnished
6139991,3628,4,1,2,yes,yes,no,no,yes,no,no,furnished
2322649,5532,3,1,1,no,no,no,no,yes,no,yes,unfurnished
4620310,3278,3,1,2,yes,no,no,no,no,no,no,semi-furnished
5235336,6553,2,2,1,yes,yes,yes,yes,no,no,no,unfurnished
5512636,5841,2,1,1,yes,no,yes,no,no,yes,yes,furnished
5216577,7862,2,1,0,yes,no,no,no,no,no,yes,semi-furnished
6728294,8511,4,2,1,yes,no,no,no,no,yes,no,furnished
6362927,7238,2,2,0,yes,no,yes,no,yes,yes,no,semi-furnished
9218832,6793,4,1,1,yes,no,no,no,yes,no,yes,semi-furnished
3144677,6039,2,1,1,yes,no,no,no,no,yes,no,unfurnished
1872401,1690,2,1,1,yes,no,no,no,no,no,no,unfurnished
5801321,6646,3,1,1,yes,no,yes,no,no,no,yes,semi-furnished
10522205,16328,4,3,2,yes,no,no,no,no,no,no,unfurnished
8589288,8316,4,1,2,yes,no,yes,yes,no,yes,no,unfurnished
4272486,2399,3,1,2,no,no,no,no,no,no,no,semi-furnished
3792619,3314,3,1,1,yes,no,no,no,no,no,no,furnished
3138450,4587,1,1,1,no,no,no,no,no,no,no,semi-furnished
5680764,4913,4,2,3,no,no,yes,yes,no,no,no,unfurnished
2394957,3352,2,1,0,yes,yes,no,no,no,no,no,unfurnished
7574737,6018,4,1,4,yes,no,no,no,yes,no,no,furnished
4818108,4411,3,1,1,yes,no,yes,no,no,no,no,semi-furnished
5297670,3824,3,2,2,yes,no,no,no,no,yes,no,semi-furnished
5221642,4520,3,1,0,no,no,yes,no,yes,yes,no,semi-furnished
4710014,4438,2,1,1,yes,no,yes,no,no,no,no,unfurnished
6318359,3885,2,1,0,yes,no,yes,no,no,yes,no,semi-furnished
4683711,5959,2,1,0,yes,no,no,no,yes,yes,no,unfurnished
2631814,2925,3,1,1,no,no,no,no,no,no,no,unfurnished
6903045,5033,2,1,4,yes,no,no,no,yes,no,yes,unfurnished
5090451,7139,2,1,1,yes,yes,yes,no,no,yes,yes,semi-furnished
5085202,13125,2,1,1,yes,no,no,no,no,yes,no,furnished
4668730,4094,3,1,1,yes,yes,yes,no,yes,no,no,unfurnished
3201828,4695,2,1,2,yes,no,no,yes,no,no,no,semi-furnished
4778417,8977,2,1,0,yes,no,yes,no,yes,yes,no,semi-furnished
4408390,3798,3,1,1,no,no,no,no,no,no,no,semi-furnished
4808538,5625,1,1,0,yes,yes,yes,no,yes,no,no,semi-furnished
3812785,5412,2,1,0,yes,no,no,no,no,no,no,furnished
4220373,4123,1,1,0,yes,no,yes,no,no,no,no,furnished
3734627,3532,2,1,1,yes,no,no,no,no,yes,yes,unfurnished
4325874,3866,3,1,1,yes,no,yes,no,no,no,no,semi-furnished
4393644,4893,2,1,1,yes,no,no,no,no,no,no,semi-furnished
7340359,6103,3,1,2,yes,no,no,no,yes,yes,yes,furnished
3691707,4596,3,1,2,yes,no,no,no,no,no,no,semi-furnished
2731868,4006,3,1,0,yes,no,no,no,no,no,no,furnished
2316159,2446,2,1,1,yes,no,no,no,no,no,no,furnished
6588079,6579,2,1,1,yes,yes,yes,no,yes,no,yes,semi-furnished
7076647,3804,3,1,2,yes,no,yes,no,yes,no,yes,semi-furnished
3849018,3712,2,1,1,yes,no,no,yes,no,no,no,semi-furnished
4494314,4231,1,1,0,yes,no,yes,no,no,no,no,furnished
7138484,7159,3,2,0,yes,yes,yes,no,yes,no,yes,semi-furnished
3797751,7152,3,1,2,no,no,no,no,no,no,no,furnished
2761210,2909,2,1,1,no,no,no,no,no,no,no,unfurnished
6342818,5889,2,1,3,yes,no,no,no,yes,no,no,semi-furnished
4398846,2401,3,1,2,no,no,no,no,no,no,no,semi-furnished
4426752,5752,3,1,2,yes,yes,no,no,yes,yes,no,semi-furnished
7430153,6192,3,1,1,yes,no,no,no,yes,yes,no,unfurnished
3743262,3421,3,1,0,yes,no,no,no,no,no,no,unfurnished
6223721,6294,4,2,1,yes,yes,no,yes,no,no,no,semi-furnished
4967065,11145,3,1,1,yes,yes,yes,no,no,no,no,semi-furnished
6568425,4674,3,2,4,yes,yes,no,no,yes,no,no,furnished
6894991,6154,2,1,4,yes,yes,no,no,yes,no,no,furnished
7868011,6024,2,1,3,yes,yes,no,no,yes,yes,no,unfurnished
1775476,3086,1,1,0,no,no,no,no,no,no,no,unfurnished
7491142,4267,3,2,2,yes,no,yes,no,no,yes,no,unfurnished
3493494,4920,3,1,2,no,no,no,no,no,no,no,semi-furnished
9699351,6570,4,1,1,yes,no,no,no,yes,no,yes,semi-furnished
7988400,7156,3,2,3,yes,no,no,no,yes,yes,no,furnished
6248595,6929,3,1,1,yes,no,yes,no,yes,no,yes,unfurnished
6705045,8336,3,2,3,yes,no,no,no,yes,no,no,furnished
2371597,3187,2,1,1,yes,no,yes,no,no,no,no,unfurnished
4894155,9529,2,1,0,yes,no,yes,no,yes,yes,no,semi-furnished
4110874,2136,4,1,0,yes,no,yes,no,no,no,yes,unfurnished
5570456,6702,2,1,0,yes,yes,yes,yes,no,no,no,unfurnished
3596998,3305,3,1,1,yes,no,yes,no,no,no,no,furnished
3593410,6176,3,1,2,yes,yes,yes,no,no,no,no,unfurnished
3031794,5006,2,1,1,no,no,no,no,no,no,no,unfurnished
8455166,7381,3,1,4,yes,no,no,no,yes,yes,no,unfurnished
3803244,3616,1,2,0,yes,no,yes,no,no,no,no,semi-furnished
9901752,12672,3,1,2,yes,no,yes,no,yes,yes,yes,furnished
4109540,3659,3,1,1,yes,no,no,no,no,no,yes,semi-furnished
6128108,4151,2,1,2,yes,no,no,no,yes,yes,no,semi-furnished
4962512,3581,2,1,0,no,yes,yes,no,no,no,no,semi-furnished
3205962,9294,3,1,1,yes,no,no,no,no,yes,no,semi-furnished
4997377,11039,3,1,2,yes,yes,yes,no,no,no,no,semi-furnished
2858097,3768,2,1,1,yes,no,no,no,no,no,no,unfurnished
4565552,2771,2,1,1,yes,no,no,no,no,no,yes,semi-furnished
3201357,3936,2,1,0,yes,no,no,no,no,no,no,unfurnished
5710518,6657,3,1,3,yes,no,no,no,yes,no,no,unfurnished
4674895,4986,2,1,1,yes,no,yes,no,no,no,no,semi-furnished
3872415,8039,2,1,1,yes,no,no,no,no,yes,no,furnished
5924287,8406,3,1,2,yes,no,no,no,yes,yes,no,unfurnished
3036315,3315,1,1,0,yes,no,no,no,no,no,no,furnished
3729587,6889,3,1,2,yes,no,no,no,yes,no,no,furnished
5406831,4900,4,1,2,yes,yes,yes,no,yes,no,no,furnished
7104028,10737,3,1,0,yes,no,yes,no,yes,no,yes,furnished
4541643,3527,2,1,0,yes,no,no,no,no,no,yes,semi-furnished
2709786,3244,2,1,2,no,no,no,no,no,no,no,semi-furnished
3269199,4680,2,1,1,no,no,no,no,no,no,no,semi-furnished
6071023,4666,3,1,4,yes,no,no,no,yes,no,no,unfurnished
5053727,4284,4,1,0,no,no,yes,no,yes,yes,no,semi-furnished
5123865,7653,3,1,1,yes,no,no,no,no,no,yes,semi-furnished
4951704,6160,2,1,1,yes,no,no,no,yes,yes,no,semi-furnished
6470892,7180,3,1,0,yes,yes,yes,no,yes,yes,yes,unfurnished
2374715,3988,3,1,2,yes,no,yes,no,no,no,no,unfurnished
3476706,4148,2,1,1,yes,no,no,no,yes,yes,no,semi-furnished
3546885,3135,2,1,1,yes,no,no,no,no,no,no,unfurnished
6125916,4442,3,1,4,yes,no,no,no,yes,no,no,unfurnished
4245868,4667,2,2,2,yes,no,no,yes,no,no,no,furnished
2790460,3600,1,1,1,yes,no,no,no,no,yes,no,semi-furnished
2270954,3220,1,1,0,yes,no,no,no,no,no,no,unfurnished
8321367,6669,3,1,3,yes,no,no,no,yes,yes,no,semi-furnished
3554738,4068,2,1,1,yes,no,no,no,no,no,no,semi-furnished
7929866,6235,3,2,4,yes,no,no,no,yes,yes,no,semi-furnished
4658521,6705,3,1,1,yes,no,no,no,yes,yes,yes,furnished
6881863,4083,3,1,2,yes,no,yes,no,yes,yes,no,semi-furnished
4761690,4406,2,1,1,yes,no,yes,no,yes,no,no,semi-furnished
3075541,3786,1,1,1,no,yes,yes,no,no,no,no,unfurnished
3383065,2212,2,1,1,yes,no,yes,no,no,no,yes,furnished
7681796,8930,4,2,4,yes,no,no,no,yes,yes,no,furnished
5007638,4509,2,1,1,yes,yes,yes,no,no,yes,no,semi-furnished
3378965,4209,2,1,0,no,no,no,no,no,yes,no,unfurnished
4140167,3961,4,1,1,no,no,yes,no,no,no,no,unfurnished
4582159,4966,3,1,3,yes,no,no,no,yes,no,no,semi-furnished
7301114,6470,2,1,3,yes,no,no,no,yes,yes,yes,furnished
8896443,8250,2,2,3,yes,no,no,no,yes,yes,no,furnished
3313746,4463,2,1,0,no,no,no,no,no,no,no,semi-furnished
5064231,11481,2,1,2,yes,no,no,no,no,no,yes,furnished
3938932,4020,2,1,0,yes,no,no,no,no,no,no,semi-furnished
4725234,6445,3,1,2,yes,no,yes,no,yes,yes,no,furnished
2908142,5482,3,1,1,yes,no,no,no,no,no,no,unfurnished
4548189,3772,3,1,2,yes,no,no,no,no,yes,no,semi-furnished
3569733,4778,3,1,1,yes,no,no,no,no,no,no,semi-furnished
5291174,5895,3,1,0,yes,no,yes,no,yes,no,yes,semi-furnished
4299238,3823,2,1,1,yes,no,no,no,no,no,no,unfurnished
4110505,4439,3,1,2,yes,no,no,no,yes,no,no,semi-furnished
5562959,6113,3,1,3,yes,yes,no,no,no,no,no,semi-furnished
6762827,5925,4,1,3,yes,no,no,no,yes,no,no,unfurnished
5139654,11865,1,1,2,yes,no,no,no,no,no,yes,furnished
2778038,3704,2,1,1,yes,no,no,no,no,no,no,unfurnished
4952790,7913,3,1,1,yes,no,no,no,yes,yes,no,furnished
3441876,4798,1,1,1,yes,no,no,no,no,no,no,unfurnished
5814454,7277,3,1,0,yes,no,yes,no,yes,yes,yes,semi-furnished
